average_rating,cast_1,cast_2,cast_3,cast_4,cast_5,country,director,genres,language,letterboxd_uri,poster_url,runtime,studio,synopsis,title,watched_by,year
3.01,Mike Myers (Shrek (voice)),Eddie Murphy (Donkey (voice)),Cameron Diaz (Princess Fiona (voice)),Antonio Banderas (Puss in Boots (voice)),Walt Dohrn (Rumpelstiltskin / Priest / Krekraw Ogre (voice)),USA,Mike Mitchell,"Adventure, Family, Animation, Fantasy, Comedy",English,https://boxd.it/1WRo,https://a.ltrbxd.com/resized/sm/upload/q4/xf/dq/xl/shrek-forever-after-1200-1200-675-675-crop-000000.jpg?v=5087d89300,93,DreamWorks Animation,"A midlife-crisis burdened Shrek, longing for the days when he felt like a real ogre, makes a pact with magic deal-maker Rumpelstiltskin. But when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",Shrek Forever After,"Reid, Zach",2010
3.42,Naomi Watts (Ann Darrow),Adrien Brody (Jack Driscoll),Jack Black (Carl Denham),Andy Serkis (Kong / Lumpy),Colin Hanks (Preston),USA,Peter Jackson,"Action, Adventure, Drama",English,https://boxd.it/2aLa,https://a.ltrbxd.com/resized/sm/upload/78/lw/gz/g2/king-kong-10-1200-1200-675-675-crop-000000.jpg?v=8dd260aa87,188,"Universal Pictures, WingNut Films, Big Primate Pictures, MFPV Film","In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",King Kong,"Reid, Zach",2005
3.34,Nicolas Cage (Benjamin Franklin Gates),Diane Kruger (Abigail Chase),Justin Bartha (Riley Poole),Sean Bean (Ian Howe),Jon Voight (Patrick Gates),USA,Jon Turteltaub,"Mystery, Adventure, Action",English,https://boxd.it/27x0,https://a.ltrbxd.com/resized/sm/upload/xs/f9/o0/ox/national-treasure-1200-1200-675-675-crop-000000.jpg?v=b39162857f,131,"Walt Disney Pictures, Jerry Bruckheimer Films, Saturn Films, Junction Entertainment","Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",National Treasure,"Reid, Zach",2004
2.93,Sam Neill (Dr. Alan Grant),William H. Macy (Paul Kirby),Téa Leoni (Amanda Kirby),Alessandro Nivola (Billy Brennan),Trevor Morgan (Eric Kirby),USA,Joe Johnston,"Science Fiction, Thriller, Adventure",English,https://boxd.it/2azI,https://a.ltrbxd.com/resized/sm/upload/xk/yn/en/7a/jurassic-park-iii-1200-1200-675-675-crop-000000.jpg?v=94bae17ab4,92,"Universal Pictures, Amblin Entertainment","In need of funds for research, Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.",Jurassic Park III,"Reid, Zach",2001
2.71,Dwayne Johnson (Frank Wolff),Emily Blunt (Dr. Lily Houghton),Edgar Ramírez (Lope de Aguirre),Jack Whitehall (McGregor Houghton),Jesse Plemons (Prince Joachim),USA,Jaume Collet-Serra,"Adventure, Fantasy, Comedy",English,https://boxd.it/g4YK,https://a.ltrbxd.com/resized/sm/upload/52/m8/dn/l3/jungle-cruise-1200-1200-675-675-crop-000000.jpg?v=5cf7d6f357,127,"Walt Disney Pictures, Seven Bucks Productions, Davis Entertainment, Flynn Picture Company","Dr. Lily Houghton enlists the aid of wisecracking skipper Frank Wolff to take her down the Amazon in his dilapidated boat. Together, they search for an ancient tree that holds the power to heal – a discovery that will change the future of medicine.",Jungle Cruise,"Reid, Zach",2021
3.73,Rod Taylor (Pongo (voice)),J. Pat O'Malley (Colonel / Jasper (voice)),Betty Lou Gerson (Cruella De Vil / Miss Birdwell (voice)),Martha Wentworth (Nanny / Queenie / Lucy (voice)),Ben Wright (Roger (voice)),USA,"Wolfgang Reitherman, Clyde Geronimi et al","Comedy, Family, Animation, Adventure",English,https://boxd.it/1SeC,https://a.ltrbxd.com/resized/sm/upload/rb/6v/3b/f7/101-dalmations-1200-1200-675-675-crop-000000.jpg?v=2bdbb00fa8,79,Walt Disney Productions,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement.",One Hundred and One Dalmatians,"Reid, Zach",1961
2.74,Logan Lerman (Percy Jackson),Brandon T. Jackson (Grover Underwood),Alexandra Daddario (Annabeth Chase),Jake Abel (Luke Castellan),Pierce Brosnan (Mr. Brunner / Chiron),USA,Chris Columbus,"Adventure, Fantasy, Family",English,https://boxd.it/1gJi,https://a.ltrbxd.com/resized/sm/upload/7z/j4/ai/j2/percy-jackson-1200-1200-675-675-crop-000000.jpg?v=502d1d766c,118,"1492 Pictures, Sunswept Entertainment, Dune Entertainment","Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",Percy Jackson & the Olympians: The Lightning Thief,"Reid, Zach",2010
2.70,Shia LaBeouf (Sam Witwicky),Megan Fox (Mikaela Banes),Peter Cullen (Optimus Prime (voice)),Hugo Weaving (Megatron (voice)),Tony Todd (Fallen (voice)),USA,Michael Bay,"Action, Adventure, Science Fiction",English,https://boxd.it/20gG,https://a.ltrbxd.com/resized/sm/upload/h4/xf/a6/7g/transformers-revenge-fallen-10-1200-1200-675-675-crop-000000.jpg?v=446cc04d34,150,"DreamWorks Pictures, Paramount Pictures, di Bonaventura Pictures, DeSanto/Murphy Productions, Ian Bryce Productions","Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",Transformers: Revenge of the Fallen,"Reid, Zach",2009
2.91,Michael J. Fox (Stuart Little (voice)),Geena Davis (Mrs. Little),Hugh Laurie (Mr. Little),Jonathan Lipnicki (George Little),Nathan Lane (Snowbell (voice)),Germany,Rob Minkoff,"Adventure, Fantasy, Family, Comedy",English,https://boxd.it/1WZW,https://a.ltrbxd.com/resized/sm/upload/f5/wb/iw/ua/stuart-little-1200-1200-675-675-crop-000000.jpg?v=4d6645fd7a,84,"Franklin/Waterman Productions, Columbia Pictures, Global Medien KG, Red Wagon Entertainment","When the Littles adopt Stuart, the mouse, George is initially unwelcoming to his new brother, and the family cat, Snowbell, is even less enthusiastic. Stuart resolves to face these difficulties with as much pluck and courage as he can muster.",Stuart Little,"Reid, Zach",1999
3.13,Dylan O'Brien (Thomas),Kaya Scodelario (Teresa Agnes),Thomas Brodie-Sangster (Newt),Giancarlo Esposito (Jorge),Ki Hong Lee (Minho),USA,Wes Ball,"Science Fiction, Action, Adventure, Thriller",English,https://boxd.it/9hwA,https://a.ltrbxd.com/resized/sm/upload/s2/d3/p3/kf/maze-runner-the-scorch-trials-1200-1200-675-675-crop-000000.jpg?v=a99fb550ca,131,"Temple Hill Entertainment, The Gotham Group, TSG Entertainment, 20th Century Fox","Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",Maze Runner: The Scorch Trials,"Reid, Zach",2015
3.18,Jaden Smith (Dre Parker),Jackie Chan (Mr. Han),Taraji P. Henson (Sherry Parker),Wenwen Han (Meiying),Zac Wang (Cheng),China,Harald Zwart,"Drama, Action, Family, Adventure",English,https://boxd.it/15HA,https://a.ltrbxd.com/resized/sm/upload/1h/tu/qi/k2/the-karate-kid-2010-1200-1200-675-675-crop-000000.jpg?v=526cdc6dfc,140,"Jerry Weintraub Productions, Columbia Pictures, Overbrook Entertainment, Emperor Motion Pictures, China Film Group Corporation 中国电影集团 (CFGC)","12-year-old Dre Parker could've been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",The Karate Kid,"Reid, Zach",2010
2.82,Shia LaBeouf (Sam Witwicky),Rosie Huntington-Whiteley (Carly),Peter Cullen (Optimus Prime (voice)),Leonard Nimoy (Sentinel Prime (voice)),John Turturro (Simmons),USA,Michael Bay,"Adventure, Action, Science Fiction",English,https://boxd.it/16aC,https://a.ltrbxd.com/resized/sm/upload/5j/5z/sq/vv/dark-of-the-moon-20-1200-1200-675-675-crop-000000.jpg?v=bcd6c47db6,154,"Paramount Pictures, di Bonaventura Pictures, DeSanto/Murphy Productions, Ian Bryce Productions","The Autobots continue to work for NEST, now no longer in secret. But after discovering a strange artifact during a mission in Chernobyl, it becomes apparent to Optimus Prime that the United States government has been less than forthright with them.",Transformers: Dark of the Moon,"Reid, Zach",2011
3.28,Dylan O'Brien (Thomas),Kaya Scodelario (Teresa Agnes),Thomas Brodie-Sangster (Newt),Ki Hong Lee (Minho),Dexter Darden (Frypan),USA,Wes Ball,"Action, Science Fiction, Adventure, Thriller",English,https://boxd.it/bakw,https://a.ltrbxd.com/resized/sm/upload/i7/52/gh/pj/maze-runner-death-cure-1200-1200-675-675-crop-000000.jpg?v=f10ed68ae3,143,"The Gotham Group, Temple Hill Entertainment, 20th Century Fox, Oddball Entertainment, TSG Entertainment","Thomas leads his group of escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary Last City, a WCKD-controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get answers to the questions the Gladers have been asking since they first arrived in the maze.",Maze Runner: The Death Cure,"Reid, Zach",2018
2.94,Reese Witherspoon (Susan Murphy / Ginormica (voice)),Seth Rogen (B.O.B. (voice)),Hugh Laurie (Dr. Cockroach Ph.D. (voice)),Rainn Wilson (Gallaxhar (voice)),Will Arnett (The Missing Link (voice)),USA,"Rob Letterman, Conrad Vernon","Family, Science Fiction, Animation, Adventure",English,https://boxd.it/1M50,https://a.ltrbxd.com/resized/sm/upload/a9/kn/hb/qs/monsters-vs-aliens-70-1200-1200-675-675-crop-000000.jpg?v=051409c691,94,DreamWorks Animation,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",Monsters vs Aliens,"Reid, Zach",2009
3.39,Karl Urban (Jacob Holland (voice)),Zaris-Angel Hator (Maisie Brumble (voice)),Jared Harris (Captain Crow (voice)),Marianne Jean-Baptiste (Sarah Sharpe (voice)),Benjamin Plessala (Child 1 (voice)),USA,Chris Williams,"Family, Fantasy, Action, Animation, Adventure",English,https://boxd.it/kv3a,https://a.ltrbxd.com/resized/sm/upload/ws/5b/cq/63/the-sea-beast-1200-1200-675-675-crop-000000.jpg?v=25dc6055fd,115,Netflix,"When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters — and make history to boot.",The Sea Beast,"Reid, Zach",2022
1.16,Noah Ringer (Aang),Dev Patel (Prince Zuko),Nicola Peltz (Katara),Jackson Rathbone (Sokka),Shaun Toub (Uncle Iroh),USA,M. Night Shyamalan,"Fantasy, Action, Adventure",English,https://boxd.it/1WQK,https://a.ltrbxd.com/resized/sm/upload/gt/48/r6/t1/the-last-airbender-1200-1200-675-675-crop-000000.jpg?v=e650d14f86,103,"Paramount Pictures, Nickelodeon Movies, Blinding Edge Pictures, The Kennedy/Marshall Company","A century has passed since the Fire Nation declared war on the other three nations of air, water, and earth in its attempt for global domination. Aang, the long-lost Avatar, is found by Water Tribe siblings Katara and Sokka and must learn to master water, earth, and fire bending to defeat the Fire Nation and restore balance to the world.",The Last Airbender,"Reid, Zach",2010
3.40,Paul Terry (James Henry Trotter),Miriam Margolyes (Aunt Sponge / Glowworm (voice)),Joanna Lumley (Aunt Spiker),Pete Postlethwaite (The Magic Man),Simon Callow (Grasshopper (voice)),USA,Henry Selick,"Adventure, Fantasy, Family, Animation",English,https://boxd.it/1W0O,https://a.ltrbxd.com/resized/sm/upload/1q/t9/iw/3h/james-giant-peach-1200-1200-675-675-crop-000000.jpg?v=d0209be9ce,79,"Allied Filmmakers, Walt Disney Pictures","When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands.",James and the Giant Peach,"Reid, Zach",1996
2.90,Luke Wilson (Joe Bauers),Maya Rudolph (Rita),Dax Shepard (Frito),Terry Crews (President Camacho),Anthony 'Citric' Campos (Secretary of Defense),USA,Mike Judge,"Science Fiction, Comedy, Adventure",English,https://boxd.it/20RW,https://a.ltrbxd.com/resized/sm/upload/1p/hg/o3/f1/idiocracy-1200-1200-675-675-crop-000000.jpg?v=d86a7aa8e1,85,"20th Century Fox, Ternion Pictures","To test its top-secret Human Hibernation Project, the Pentagon picks the most average Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around.",Idiocracy,"Reid, Zach",2006
3.02,Nicolas Cage (Benjamin Franklin Gates),Diane Kruger (Abigail Chase),Justin Bartha (Riley Poole),Ed Harris (Mitch Wilkinson),Jon Voight (Patrick Gates),USA,Jon Turteltaub,"Action, Adventure, Mystery",English,https://boxd.it/21rq,https://a.ltrbxd.com/resized/sm/upload/49/tn/tz/z6/national-treasure-book-secrets-120-1200-1200-675-675-crop-000000.jpg?v=de2b257833,124,"Walt Disney Pictures, Jerry Bruckheimer Films, Saturn Films, Junction Entertainment, Sparkler Entertainment, NT2 Productions","Benjamin Franklin Gates and Abigail Chase re-team with Riley Poole and, now armed with a stack of long-lost pages from John Wilkes Booth's diary, Ben must follow a clue left there to prove his ancestor's innocence in the assassination of Abraham Lincoln.",National Treasure: Book of Secrets,"Reid, Zach",2007
2.83,Asa Butterfield (Ender Wiggin),Hailee Steinfeld (Petra Arkanian),Harrison Ford (Colonel Hyrum Graff),Viola Davis (Major Gwen Anderson),Ben Kingsley (Mazer Rackham),USA,Gavin Hood,"Science Fiction, Action, Adventure",English,https://boxd.it/2N9Y,https://a.ltrbxd.com/resized/sm/upload/n6/h8/v2/ew/enders-game-1200-1200-675-675-crop-000000.jpg?v=662d5f57f7,114,"Digital Domain, Chartoff Productions, Taleswapper, K/O Paper Products, OddLot Entertainment","Based on the classic novel by Orson Scott Card, Ender's Game is the story of the Earth's most gifted children training to defend their homeplanet in the space wars of the future.",Ender's Game,"Reid, Zach",2013
2.24,Logan Lerman (Percy Jackson),Brandon T. Jackson (Grover Underwood),Alexandra Daddario (Annabeth Chase),Douglas Smith (Tyson),Leven Rambin (Clarisse La Rue),USA,Thor Freudenthal,"Fantasy, Adventure, Family",English,https://boxd.it/2D8m,https://a.ltrbxd.com/resized/sm/upload/pf/tn/w8/pt/percy-jackson-2013-1200-1200-675-675-crop-000000.jpg?v=41f073b1a4,106,"Fox 2000 Pictures, Sunswept Entertainment, 1492 Pictures, TSG Entertainment","In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising.",Percy Jackson: Sea of Monsters,"Reid, Zach",2013
2.17,Shailene Woodley (Beatrice 'Tris' Prior),Theo James (Tobias 'Four' Eaton),Miles Teller (Peter Hayes),Zoë Kravitz (Christina),Naomi Watts (Evelyn Johnson-Eaton),USA,Robert Schwentke,"Science Fiction, Action, Adventure, Mystery",English,https://boxd.it/7NNE,https://a.ltrbxd.com/resized/sm/upload/1p/1e/m4/w2/allegiant-1200-1200-675-675-crop-000000.jpg?v=6f0c80e210,120,"Mandeville Films, Summit Entertainment, Lionsgate, Red Wagon Entertainment",Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.,Allegiant,"Reid, Zach",2016
